"ip","port","protocol","anonymity","lastTested","allowsRefererHeader","allowsUserAgentHeader","allowsCustomHeaders","allowsCookies","allowsPost","allowsHttps","country","connectTime","downloadSpeed","secondsToFirstByte","uptime"
"102.68.128.210","8080","http","anonymous","2024-09-21 18:20:15","true","true","true","true","","","ZZ","7.234","29.000","9.006","10.685"
"103.124.139.212","1080","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","true","ZZ","7.416","21.000","12.099","20.784"
"103.156.233.23","3125","http","anonymous","2024-09-21 18:20:34","true","true","true","true","","","ZZ","1.187","11.000","22.956","7.310"
"103.169.187.148","3125","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","true","ZZ","7.418","28.000","9.047","7.019"
"103.169.189.125","3125","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","ZZ","0.182","31.000","8.530","6.641"
"103.48.68.170","83","http","anonymous","2024-09-21 18:20:18","true","true","true","true","true","true","IN","7.395","26.000","9.760","6.852"
"103.48.68.218","83","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","true","IN","1.174","34.000","7.600","12.896"
"103.48.68.67","84","http","anonymous","2024-09-21 18:20:26","true","true","true","true","true","true","IN","3.190","17.000","14.893","10.811"
"103.48.68.68","84","http","anonymous","2024-09-21 18:20:18","true","true","true","true","true","","IN","0.150","34.000","7.391","9.880"
"103.48.70.161","84","http","anonymous","2024-09-21 18:20:31","true","true","true","true","true","true","IN","3.176","16.000","15.788","4.091"
"103.48.71.34","84","http","anonymous","2024-09-21 18:20:26","true","true","true","true","true","true","IN","1.156","23.000","10.757","7.287"
"141.193.213.0","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","US","0.040","1658.000","0.127","99.993"
"141.193.213.1","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.168","1117.000","0.187","99.993"
"141.193.213.10","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","US","0.199","882.000","0.238","99.991"
"141.193.213.100","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","US","0.323","558.000","0.376","99.991"
"141.193.213.101","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.139","1316.000","0.158","99.994"
"141.193.213.102","80","http","anonymous","2024-09-21 18:20:12","true","true","true","true","true","","US","0.155","1179.000","0.178","99.994"
"141.193.213.103","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","US","0.154","1206.000","0.175","99.992"
"141.193.213.104","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","US","0.061","1971.000","0.108","99.990"
"141.193.213.105","80","http","anonymous","2024-09-21 18:20:09","true","true","true","true","true","","US","0.054","219.000","0.953","99.995"
"141.193.213.106","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","US","0.355","320.000","0.655","99.994"
"141.193.213.107","80","http","anonymous","2024-09-21 18:20:13","true","true","true","true","true","","US","0.129","1296.000","0.163","99.994"
"141.193.213.108","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","US","0.210","878.000","0.238","99.991"
"141.193.213.109","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","US","0.223","856.000","0.245","99.991"
"141.193.213.11","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.041","3525.000","0.060","99.991"
"141.193.213.110","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.047","2132.000","0.098","99.991"
"141.193.213.111","80","http","anonymous","2024-09-21 18:20:13","true","true","true","true","true","","US","0.155","1180.000","0.177","99.995"
"141.193.213.112","80","http","anonymous","2024-09-21 18:20:12","true","true","true","true","true","","US","0.036","3333.000","0.063","99.994"
"141.193.213.113","80","http","anonymous","2024-09-21 18:20:12","true","true","true","true","true","","US","0.381","390.000","0.540","99.991"
"141.193.213.114","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","US","0.354","557.000","0.377","99.992"
"141.193.213.115","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","US","0.522","377.000","0.554","99.994"
"141.193.213.116","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","US","0.293","645.000","0.324","99.991"
"141.193.213.117","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","US","0.213","901.000","0.233","99.993"
"141.193.213.118","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","US","0.002","1685.000","0.124","99.992"
"141.193.213.119","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","US","0.322","166.000","1.258","99.994"
"141.193.213.12","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","US","0.243","742.000","0.283","99.991"
"141.193.213.120","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","US","0.205","912.000","0.229","99.991"
"141.193.213.121","80","http","anonymous","2024-09-21 18:20:09","true","true","true","true","true","","US","0.117","1536.000","0.137","99.993"
"141.193.213.122","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.033","4200.000","0.051","99.995"
"141.193.213.123","80","http","anonymous","2024-09-21 18:20:13","true","true","true","true","true","","US","0.024","4375.000","0.049","99.992"
"141.193.213.124","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","US","0.384","241.000","0.871","99.992"
"141.193.213.125","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","US","0.113","1595.000","0.131","99.994"
"141.193.213.126","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","US","0.276","668.000","0.314","99.993"
"141.193.213.127","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.077","1794.000","0.117","99.994"
"141.193.213.128","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","US","0.127","409.000","0.513","99.992"
"141.193.213.129","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.208","937.000","0.224","99.992"
"141.193.213.13","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.076","676.000","0.310","99.991"
"141.193.213.130","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","US","0.072","1354.000","0.155","99.991"
"141.193.213.131","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.215","830.000","0.253","99.994"
"141.193.213.132","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.171","1039.000","0.202","99.991"
"141.193.213.133","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","US","0.318","587.000","0.349","99.988"
"141.193.213.134","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.035","3044.000","0.068","99.989"
"141.193.213.135","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.074","2166.000","0.096","99.994"
"141.193.213.136","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.016","300.000","0.700","99.989"
"141.193.213.137","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.193","313.000","0.667","99.991"
"141.193.213.138","80","http","anonymous","2024-09-21 18:20:09","true","true","true","true","true","","US","0.234","343.000","0.612","99.995"
"141.193.213.139","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","US","0.250","604.000","0.346","99.991"
"141.193.213.14","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.013","1188.000","0.175","99.992"
"141.193.213.140","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.012","4468.000","0.048","99.992"
"141.193.213.141","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","US","0.177","1089.000","0.192","99.991"
"141.193.213.142","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.218","328.000","0.637","99.991"
"141.193.213.143","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.164","484.000","0.430","99.993"
"141.193.213.144","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","US","0.008","3333.000","0.063","99.992"
"141.193.213.145","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","US","0.074","2121.000","0.100","99.990"
"141.193.213.146","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.026","4375.000","0.048","99.992"
"141.193.213.147","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.174","921.000","0.229","99.992"
"141.193.213.148","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.596","326.000","0.644","99.991"
"141.193.213.149","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","US","0.232","833.000","0.253","99.994"
"141.193.213.15","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","US","0.101","1727.000","0.121","99.994"
"141.193.213.150","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","US","0.599","337.000","0.619","99.994"
"141.193.213.151","80","http","anonymous","2024-09-21 18:20:13","true","true","true","true","true","","US","0.074","1962.000","0.108","99.992"
"141.193.213.152","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.274","598.000","0.349","99.992"
"141.193.213.153","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","US","0.484","406.000","0.518","99.991"
"141.193.213.154","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.392","446.000","0.469","99.993"
"141.193.213.155","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","US","0.123","1428.000","0.147","99.992"
"141.193.213.156","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","US","0.202","941.000","0.223","99.993"
"141.193.213.157","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","US","0.265","507.000","0.412","99.995"
"141.193.213.158","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","US","0.027","3387.000","0.062","99.994"
"141.193.213.159","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.162","1050.000","0.195","99.994"
"141.193.213.16","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.057","720.000","0.291","99.992"
"141.193.213.160","80","http","anonymous","2024-09-21 18:20:09","true","true","true","true","true","","US","0.003","2413.000","0.087","99.993"
"141.193.213.161","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","US","0.214","384.000","0.544","99.994"
"141.193.213.162","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","US","0.077","1786.000","0.118","99.994"
"141.193.213.163","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","US","0.045","353.000","0.592","99.994"
"141.193.213.164","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.021","4565.000","0.046","99.991"
"141.193.213.165","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.131","1366.000","0.154","99.993"
"141.193.213.166","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.242","730.000","0.286","99.995"
"141.193.213.167","80","http","anonymous","2024-09-21 18:20:13","true","true","true","true","true","","US","0.094","1123.000","0.186","99.993"
"141.193.213.168","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","US","0.105","1346.000","0.156","99.992"
"141.193.213.169","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.225","856.000","0.244","99.993"
"141.193.213.17","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","US","0.318","606.000","0.347","99.992"
"141.193.213.170","80","http","anonymous","2024-09-21 18:20:09","true","true","true","true","true","","US","0.569","223.000","0.935","99.995"
"141.193.213.171","80","http","anonymous","2024-09-21 18:20:09","true","true","true","true","true","","US","0.118","848.000","0.246","99.995"
"141.193.213.172","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","US","0.176","800.000","0.262","99.992"
"141.193.213.173","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.210","826.000","0.254","99.994"
"141.193.213.174","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.048","2058.000","0.102","99.992"
"141.193.213.175","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.205","853.000","0.246","99.994"
"141.193.213.176","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.107","1603.000","0.132","99.991"
"141.193.213.177","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","US","0.238","388.000","0.540","99.992"
"141.193.213.178","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","US","0.037","3500.000","0.061","99.991"
"141.193.213.179","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","US","0.164","1129.000","0.185","99.993"
"141.193.213.18","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","US","0.201","889.000","0.237","99.995"
"141.193.213.180","80","http","anonymous","2024-09-21 18:20:09","true","true","true","true","true","","US","0.373","537.000","0.390","99.991"
"141.193.213.181","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","US","0.116","913.000","0.231","99.990"
"141.193.213.182","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","US","0.062","2413.000","0.088","99.993"
"141.193.213.183","80","http","anonymous","2024-09-21 18:20:12","true","true","true","true","true","","US","0.195","928.000","0.225","99.994"
"141.193.213.184","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.150","1187.000","0.176","99.994"
"141.193.213.185","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","US","0.145","621.000","0.339","99.992"
"141.193.213.186","80","http","anonymous","2024-09-21 18:20:12","true","true","true","true","true","","US","0.142","1280.000","0.164","99.988"
"141.193.213.187","80","http","anonymous","2024-09-21 18:20:12","true","true","true","true","true","","US","0.068","2244.000","0.095","99.992"
"141.193.213.188","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","US","0.141","1194.000","0.176","99.993"
"141.193.213.189","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","US","0.127","238.000","0.883","99.992"
"141.193.213.19","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.082","1935.000","0.108","99.993"
"141.193.213.190","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","US","0.159","1055.000","0.198","99.991"
"141.193.213.191","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.321","400.000","0.522","99.994"
"141.193.213.192","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.208","896.000","0.232","99.991"
"141.193.213.193","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","US","0.081","645.000","0.324","99.994"
"141.193.213.194","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.016","4952.000","0.042","99.993"
"141.193.213.195","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","US","0.212","877.000","0.238","99.993"
"141.193.213.196","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.023","4772.000","0.044","99.991"
"141.193.213.197","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","US","0.112","1244.000","0.169","99.995"
"141.193.213.198","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.117","1366.000","0.153","99.994"
"141.193.213.199","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.116","1575.000","0.133","99.987"
"141.193.213.2","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","US","0.334","235.000","0.885","99.991"
"141.193.213.20","80","http","anonymous","2024-09-21 18:20:13","true","true","true","true","true","","US","0.157","417.000","0.503","99.993"
"141.193.213.200","80","http","anonymous","2024-09-21 18:20:12","true","true","true","true","true","","US","0.178","1014.000","0.207","99.991"
"141.193.213.201","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.180","487.000","0.429","99.991"
"141.193.213.202","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.023","3426.000","0.062","99.995"
"141.193.213.203","80","http","anonymous","2024-09-21 18:20:13","true","true","true","true","true","","US","0.122","1372.000","0.153","99.992"
"141.193.213.204","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","US","0.459","319.000","0.660","99.993"
"141.193.213.205","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.029","3230.000","0.066","99.994"
"141.193.213.206","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","US","0.063","2348.000","0.090","99.994"
"141.193.213.207","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.126","1461.000","0.144","99.994"
"141.193.213.208","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","US","0.024","3246.000","0.065","99.993"
"141.193.213.209","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.071","2009.000","0.104","99.992"
"141.193.213.21","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.042","1756.000","0.120","99.992"
"141.193.213.210","80","http","anonymous","2024-09-21 18:20:09","true","true","true","true","true","","US","0.060","204.000","1.022","99.993"
"141.193.213.211","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.190","967.000","0.218","99.992"
"141.193.213.212","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","US","0.121","757.000","0.277","99.993"
"141.193.213.213","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.017","3370.000","0.062","99.994"
"141.193.213.214","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.055","2824.000","0.074","99.987"
"141.193.213.215","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.705","285.000","0.727","99.994"
"141.193.213.216","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.061","2402.000","0.087","99.994"
"141.193.213.217","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","US","0.113","1461.000","0.143","99.991"
"141.193.213.218","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.463","181.000","1.151","99.993"
"141.193.213.219","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","US","0.019","921.000","0.229","99.994"
"141.193.213.22","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.071","600.000","0.348","99.994"
"141.193.213.220","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.016","5121.000","0.041","99.991"
"141.193.213.221","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","US","0.173","1071.000","0.196","99.994"
"141.193.213.222","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","US","0.039","1817.000","0.116","99.994"
"141.193.213.223","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","US","0.040","3281.000","0.064","99.990"
"141.193.213.224","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","US","0.140","1193.000","0.177","99.991"
"141.193.213.225","80","http","anonymous","2024-09-21 18:20:13","true","true","true","true","true","","US","0.129","1186.000","0.177","99.991"
"141.193.213.226","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","US","0.165","1135.000","0.185","99.993"
"141.193.213.227","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","US","0.370","529.000","0.396","99.994"
"141.193.213.228","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.123","230.000","0.906","99.994"
"141.193.213.229","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.012","3888.000","0.055","99.991"
"141.193.213.23","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","US","0.297","662.000","0.317","99.994"
"141.193.213.230","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","US","0.016","2786.000","0.075","99.992"
"141.193.213.231","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","US","0.371","187.000","1.118","99.994"
"141.193.213.232","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","US","0.486","173.000","1.212","99.991"
"141.193.213.233","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","US","0.027","2187.000","0.097","99.994"
"141.193.213.234","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","US","0.179","700.000","0.300","99.994"
"141.193.213.235","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.171","873.000","0.239","99.992"
"141.193.213.236","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","US","0.346","151.000","1.387","99.991"
"141.193.213.237","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.085","2069.000","0.102","99.993"
"141.193.213.238","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.135","425.000","0.491","99.992"
"141.193.213.239","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.157","687.000","0.305","99.992"
"141.193.213.24","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","US","0.367","538.000","0.389","99.993"
"141.193.213.240","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","US","0.288","442.000","0.475","99.993"
"141.193.213.241","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","US","0.200","867.000","0.242","99.992"
"141.193.213.242","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","US","0.047","3088.000","0.069","99.993"
"141.193.213.243","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","US","0.194","928.000","0.224","99.991"
"141.193.213.244","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","US","0.185","1009.000","0.206","99.992"
"141.193.213.245","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","US","0.680","159.000","1.311","99.994"
"141.193.213.246","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","US","0.327","519.000","0.405","99.993"
"141.193.213.247","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.073","2177.000","0.097","99.991"
"141.193.213.248","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.028","3851.000","0.055","99.994"
"141.193.213.249","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","US","0.041","3559.000","0.060","99.991"
"141.193.213.25","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","US","0.104","1503.000","0.139","99.993"
"141.193.213.250","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","US","0.354","551.000","0.380","99.993"
"141.193.213.251","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.046","3134.000","0.068","99.992"
"141.193.213.252","80","http","anonymous","2024-09-21 18:20:12","true","true","true","true","true","","US","0.045","279.000","0.753","99.994"
"141.193.213.253","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.249","739.000","0.284","99.993"
"141.193.213.254","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","US","0.131","152.000","1.373","99.992"
"141.193.213.255","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","","","US","0.109","1672.000","0.126","87.562"
"141.193.213.26","80","http","anonymous","2024-09-21 18:20:12","true","true","true","true","true","","US","0.076","2069.000","0.099","99.991"
"141.193.213.27","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.086","1471.000","0.142","99.991"
"141.193.213.28","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","US","0.229","846.000","0.249","99.991"
"141.193.213.29","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","US","0.033","950.000","0.220","99.991"
"141.193.213.3","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.006","6966.000","0.030","99.991"
"141.193.213.30","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","US","0.136","404.000","0.519","99.992"
"141.193.213.31","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","US","0.033","2500.000","0.084","99.994"
"141.193.213.32","80","http","anonymous","2024-09-21 18:20:12","true","true","true","true","true","","US","0.126","1412.000","0.148","99.992"
"141.193.213.33","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","US","0.227","542.000","0.388","99.994"
"141.193.213.34","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","US","0.185","924.000","0.226","99.991"
"141.193.213.35","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","US","0.039","3014.000","0.069","99.993"
"141.193.213.36","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.410","449.000","0.466","99.991"
"141.193.213.37","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.212","829.000","0.253","99.993"
"141.193.213.38","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","US","0.052","1891.000","0.111","99.994"
"141.193.213.39","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","US","0.171","693.000","0.304","99.993"
"141.193.213.4","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.282","648.000","0.325","99.991"
"141.193.213.40","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.300","546.000","0.385","99.994"
"141.193.213.41","80","http","anonymous","2024-09-21 18:20:12","true","true","true","true","true","","US","0.018","2548.000","0.082","99.993"
"141.193.213.42","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.014","1764.000","0.120","99.990"
"141.193.213.43","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","US","0.184","972.000","0.216","99.994"
"141.193.213.44","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","US","0.182","707.000","0.297","99.992"
"141.193.213.45","80","http","anonymous","2024-09-21 18:20:13","true","true","true","true","true","","US","0.088","209.000","0.997","99.994"
"141.193.213.46","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","US","0.024","1220.000","0.172","99.995"
"141.193.213.47","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","US","0.139","1322.000","0.159","99.994"
"141.193.213.48","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","US","0.223","785.000","0.267","99.990"
"141.193.213.49","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.265","735.000","0.285","99.995"
"141.193.213.5","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","US","0.201","264.000","0.794","99.994"
"141.193.213.50","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.357","204.000","1.024","99.994"
"141.193.213.51","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","US","0.150","1272.000","0.165","99.994"
"141.193.213.52","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","US","0.189","772.000","0.272","99.993"
"141.193.213.53","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","US","0.146","1187.000","0.176","99.994"
"141.193.213.54","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","US","0.030","2164.000","0.097","99.991"
"141.193.213.55","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","US","0.456","340.000","0.618","99.990"
"141.193.213.56","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","US","0.159","1105.000","0.189","99.993"
"141.193.213.57","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.112","689.000","0.303","99.993"
"141.193.213.58","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.171","1050.000","0.200","99.991"
"141.193.213.59","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.270","698.000","0.299","99.991"
"141.193.213.6","80","http","anonymous","2024-09-21 18:20:13","true","true","true","true","true","","US","0.077","976.000","0.216","99.993"
"141.193.213.60","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","US","0.098","1179.000","0.178","99.990"
