"ip","port","protocol","anonymity","lastTested","allowsRefererHeader","allowsUserAgentHeader","allowsCustomHeaders","allowsCookies","allowsPost","allowsHttps","country","connectTime","downloadSpeed","secondsToFirstByte","uptime"
"185.162.228.166","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.116","912.000","0.229","99.990"
"185.162.228.167","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.101","202.000","1.035","99.991"
"185.162.228.168","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.208","789.000","0.266","99.988"
"185.162.228.169","80","http","anonymous","2024-09-21 18:20:13","true","true","true","true","true","","DK","0.309","612.000","0.341","99.990"
"185.162.228.17","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.273","147.000","1.419","99.991"
"185.162.228.170","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.194","950.000","0.221","99.992"
"185.162.228.171","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.190","933.000","0.225","99.992"
"185.162.228.172","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.093","1685.000","0.125","99.986"
"185.162.228.173","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","DK","0.155","1135.000","0.184","99.988"
"185.162.228.174","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.391","315.000","0.663","99.992"
"185.162.228.175","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.242","791.000","0.265","99.993"
"185.162.228.176","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.127","1341.000","0.155","99.991"
"185.162.228.177","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.234","797.000","0.262","99.992"
"185.162.228.178","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.034","2142.000","0.098","99.984"
"185.162.228.179","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.215","881.000","0.237","99.990"
"185.162.228.18","80","http","anonymous","2024-09-21 18:20:09","true","true","true","true","true","","DK","0.338","528.000","0.399","99.989"
"185.162.228.180","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.461","437.000","0.482","99.992"
"185.162.228.181","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.267","706.000","0.297","99.990"
"185.162.228.182","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","DK","0.130","985.000","0.214","99.992"
"185.162.228.183","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","DK","0.296","444.000","0.468","99.990"
"185.162.228.184","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.322","589.000","0.354","99.990"
"185.162.228.185","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.035","2530.000","0.083","99.990"
"185.162.228.186","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.013","4976.000","0.042","99.992"
"185.162.228.187","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.091","1750.000","0.120","99.995"
"185.162.228.188","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","DK","0.111","1603.000","0.131","99.991"
"185.162.228.189","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","DK","0.100","455.000","0.460","99.991"
"185.162.228.19","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","DK","0.212","332.000","0.630","99.986"
"185.162.228.190","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","DK","0.065","2058.000","0.102","99.991"
"185.162.228.191","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","DK","0.158","1173.000","0.179","99.992"
"185.162.228.192","80","http","anonymous","2024-09-21 18:20:12","true","true","true","true","true","","DK","0.083","2049.000","0.102","99.986"
"185.162.228.193","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.473","178.000","1.178","99.991"
"185.162.228.194","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.088","1405.000","0.148","99.988"
"185.162.228.195","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","DK","0.077","1578.000","0.134","99.988"
"185.162.228.196","80","http","anonymous","2024-09-21 18:20:12","true","true","true","true","true","","DK","0.049","2876.000","0.073","99.991"
"185.162.228.197","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.051","2800.000","0.075","99.992"
"185.162.228.198","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.156","1065.000","0.197","99.992"
"185.162.228.199","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.028","2824.000","0.074","99.987"
"185.162.228.2","80","http","anonymous","2024-09-21 18:20:12","true","true","true","true","true","","DK","0.082","929.000","0.226","99.991"
"185.162.228.20","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","DK","0.307","544.000","0.387","99.990"
"185.162.228.200","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","DK","0.132","1366.000","0.153","99.989"
"185.162.228.201","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","DK","0.044","2488.000","0.084","99.990"
"185.162.228.202","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","DK","0.166","1076.000","0.197","99.989"
"185.162.228.203","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","DK","0.258","287.000","0.727","99.988"
"185.162.228.204","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.101","1794.000","0.118","99.987"
"185.162.228.205","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.151","1186.000","0.178","99.991"
"185.162.228.206","80","http","anonymous","2024-09-21 18:20:13","true","true","true","true","true","","DK","0.001","3666.000","0.058","99.988"
"185.162.228.207","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.674","115.000","1.814","99.986"
"185.162.228.208","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.027","4666.000","0.045","99.988"
"185.162.228.209","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","DK","0.469","427.000","0.490","99.987"
"185.162.228.21","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","DK","0.200","850.000","0.248","99.990"
"185.162.228.210","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.212","669.000","0.312","99.992"
"185.162.228.211","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.041","2750.000","0.077","99.986"
"185.162.228.212","80","http","anonymous","2024-09-21 18:20:09","true","true","true","true","true","","DK","0.083","1891.000","0.111","99.992"
"185.162.228.213","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.055","535.000","0.391","99.992"
"185.162.228.214","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","DK","0.589","330.000","0.630","99.984"
"185.162.228.215","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","DK","0.008","4285.000","0.049","99.988"
"185.162.228.216","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","DK","0.010","5648.000","0.037","99.993"
"185.162.228.217","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.256","765.000","0.274","99.989"
"185.162.228.218","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.102","690.000","0.305","99.994"
"185.162.228.219","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.068","1160.000","0.182","99.988"
"185.162.228.22","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.178","1066.000","0.196","99.990"
"185.162.228.220","80","http","anonymous","2024-09-21 18:20:09","true","true","true","true","true","","DK","0.107","659.000","0.318","99.990"
"185.162.228.221","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.147","1228.000","0.172","99.990"
"185.162.228.222","80","http","anonymous","2024-09-21 18:20:13","true","true","true","true","true","","DK","0.262","522.000","0.405","99.990"
"185.162.228.223","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","DK","0.170","1104.000","0.192","99.992"
"185.162.228.224","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.381","516.000","0.406","99.992"
"185.162.228.225","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","DK","0.286","675.000","0.309","99.993"
"185.162.228.226","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.298","643.000","0.326","99.990"
"185.162.228.227","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.252","734.000","0.286","99.989"
"185.162.228.228","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.295","184.000","1.128","99.993"
"185.162.228.229","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","DK","0.051","2714.000","0.077","99.992"
"185.162.228.23","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.079","2101.000","0.099","99.992"
"185.162.228.230","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.213","925.000","0.227","99.990"
"185.162.228.231","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","DK","0.052","2600.000","0.081","99.994"
"185.162.228.232","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","DK","0.220","874.000","0.240","99.991"
"185.162.228.233","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.079","2019.000","0.105","99.990"
"185.162.228.234","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.295","674.000","0.310","99.990"
"185.162.228.235","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.060","2386.000","0.088","99.989"
"185.162.228.236","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","DK","0.065","2322.000","0.090","99.994"
"185.162.228.237","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.066","1485.000","0.141","99.992"
"185.162.228.238","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.110","1348.000","0.155","99.990"
"185.162.228.239","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.016","2837.000","0.075","99.993"
"185.162.228.24","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.203","855.000","0.243","99.990"
"185.162.228.240","80","http","anonymous","2024-09-21 18:20:12","true","true","true","true","true","","DK","0.005","5250.000","0.040","99.992"
"185.162.228.241","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.188","736.000","0.285","99.986"
"185.162.228.242","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","DK","0.125","1418.000","0.148","99.990"
"185.162.228.243","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.330","600.000","0.349","99.992"
"185.162.228.244","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","DK","0.098","1195.000","0.175","99.988"
"185.162.228.245","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","DK","0.008","5833.000","0.036","99.988"
"185.162.228.246","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","DK","0.354","561.000","0.372","99.988"
"185.162.228.247","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","DK","0.130","633.000","0.331","99.989"
"185.162.228.248","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","DK","0.131","1354.000","0.156","99.987"
"185.162.228.249","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","DK","0.045","2100.000","0.101","99.987"
"185.162.228.25","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.026","4117.000","0.052","99.988"
"185.162.228.250","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","DK","0.199","937.000","0.225","99.990"
"185.162.228.251","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","DK","0.373","482.000","0.436","99.989"
"185.162.228.252","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.072","2080.000","0.100","99.990"
"185.162.228.253","80","http","anonymous","2024-09-21 18:20:13","true","true","true","true","true","","DK","0.152","1187.000","0.177","99.991"
"185.162.228.254","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.099","1165.000","0.182","99.986"
"185.162.228.255","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.020","257.000","0.812","99.990"
"185.162.228.26","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.438","452.000","0.463","99.991"
"185.162.228.27","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.140","1251.000","0.167","99.988"
"185.162.228.28","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.266","740.000","0.286","99.990"
"185.162.228.29","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.034","3426.000","0.061","99.988"
"185.162.228.3","80","http","anonymous","2024-09-21 18:20:12","true","true","true","true","true","","DK","0.001","7777.000","0.027","99.987"
"185.162.228.30","80","http","anonymous","2024-09-21 18:20:09","true","true","true","true","true","","DK","0.123","813.000","0.257","99.986"
"185.162.228.31","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.170","1082.000","0.193","99.992"
"185.162.228.32","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","DK","0.101","1704.000","0.123","99.990"
"185.162.228.33","80","http","anonymous","2024-09-21 18:20:12","true","true","true","true","true","","DK","0.020","4772.000","0.045","99.991"
"185.162.228.34","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","DK","0.442","427.000","0.491","99.990"
"185.162.228.35","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.132","1162.000","0.180","99.992"
"185.162.228.36","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.135","663.000","0.315","99.988"
"185.162.228.37","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","DK","0.636","311.000","0.668","99.987"
"185.162.228.38","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","DK","0.119","794.000","0.264","99.987"
"185.162.228.39","80","http","anonymous","2024-09-21 18:20:12","true","true","true","true","true","","DK","0.083","1926.000","0.109","99.993"
"185.162.228.4","80","http","anonymous","2024-09-21 18:20:12","true","true","true","true","true","","DK","0.357","543.000","0.386","99.989"
"185.162.228.40","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","DK","0.178","1065.000","0.197","99.990"
"185.162.228.41","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.123","689.000","0.303","99.988"
"185.162.228.42","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.107","1518.000","0.138","99.987"
"185.162.228.43","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.033","3750.000","0.057","99.989"
"185.162.228.44","80","http","anonymous","2024-09-21 18:20:12","true","true","true","true","true","","DK","0.012","5410.000","0.040","99.993"
"185.162.228.45","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.186","697.000","0.301","99.986"
"185.162.228.46","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","DK","0.516","167.000","1.259","99.987"
"185.162.228.47","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","DK","0.173","1050.000","0.199","99.990"
"185.162.228.48","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","DK","0.341","571.000","0.366","99.989"
"185.162.228.49","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.004","8076.000","0.027","99.989"
"185.162.228.5","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","DK","0.001","9904.000","0.021","99.990"
"185.162.228.50","80","http","anonymous","2024-09-21 18:20:09","true","true","true","true","true","","DK","0.108","260.000","0.807","99.989"
"185.162.228.51","80","http","anonymous","2024-09-21 18:20:13","true","true","true","true","true","","DK","0.083","1615.000","0.130","99.988"
"185.162.228.52","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","DK","0.170","299.000","0.694","99.990"
"185.162.228.53","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.313","626.000","0.337","99.990"
"185.162.228.54","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.113","1544.000","0.136","99.990"
"185.162.228.55","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.224","842.000","0.248","99.988"
"185.162.228.56","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.174","1105.000","0.190","99.990"
"185.162.228.57","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","DK","0.003","4837.000","0.044","99.992"
"185.162.228.58","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.080","2111.000","0.099","99.988"
"185.162.228.59","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","DK","0.023","4117.000","0.051","99.990"
"185.162.228.6","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","DK","0.220","853.000","0.246","99.990"
"185.162.228.60","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.054","2285.000","0.091","99.988"
"185.162.228.61","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.035","3603.000","0.058","99.990"
"185.162.228.62","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","DK","0.011","6531.000","0.032","99.990"
"185.162.228.63","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.287","631.000","0.331","99.992"
"185.162.228.64","80","http","anonymous","2024-09-21 18:20:13","true","true","true","true","true","","DK","0.094","1500.000","0.140","99.991"
"185.162.228.65","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.194","981.000","0.213","99.993"
"185.162.228.66","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.301","612.000","0.343","99.993"
"185.162.228.67","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","DK","0.104","1603.000","0.131","99.988"
"185.162.228.68","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.120","981.000","0.215","99.986"
"185.162.228.69","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.317","614.000","0.340","99.990"
"185.162.228.7","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","DK","0.389","470.000","0.446","99.989"
"185.162.228.70","80","http","anonymous","2024-09-21 18:20:12","true","true","true","true","true","","DK","0.076","995.000","0.210","99.989"
"185.162.228.71","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.140","1244.000","0.169","99.986"
"185.162.228.72","80","http","anonymous","2024-09-21 18:20:13","true","true","true","true","true","","DK","0.107","950.000","0.221","99.990"
"185.162.228.73","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.036","765.000","0.274","99.990"
"185.162.228.74","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","DK","0.145","1242.000","0.169","99.990"
"185.162.228.75","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","DK","0.152","1186.000","0.177","99.990"
"185.162.228.76","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.041","3088.000","0.068","99.989"
"185.162.228.77","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","DK","0.281","707.000","0.298","99.990"
"185.162.228.78","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","DK","0.273","640.000","0.328","99.991"
"185.162.228.79","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.026","4265.000","0.049","99.985"
"185.162.228.8","80","http","anonymous","2024-09-21 18:20:13","true","true","true","true","true","","DK","0.018","316.000","0.662","99.988"
"185.162.228.80","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.120","264.000","0.791","99.990"
"185.162.228.81","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.088","1735.000","0.121","99.989"
"185.162.228.82","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.102","1771.000","0.118","99.990"
"185.162.228.83","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.158","1161.000","0.180","99.991"
"185.162.228.84","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.258","763.000","0.275","99.989"
"185.162.228.85","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","DK","0.300","646.000","0.326","99.993"
"185.162.228.86","80","http","anonymous","2024-09-21 18:20:12","true","true","true","true","true","","DK","0.362","421.000","0.497","99.992"
"185.162.228.87","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","DK","0.139","261.000","0.805","99.990"
"185.162.228.88","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","DK","0.179","147.000","1.422","99.993"
"185.162.228.89","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","DK","0.374","190.000","1.101","99.992"
"185.162.228.9","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.064","2258.000","0.094","99.988"
"185.162.228.90","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","DK","0.187","291.000","0.720","99.990"
"185.162.228.91","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.051","2876.000","0.073","99.988"
"185.162.228.92","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","DK","0.048","3000.000","0.070","99.990"
"185.162.228.93","80","http","anonymous","2024-09-21 18:20:13","true","true","true","true","true","","DK","0.202","920.000","0.228","99.992"
"185.162.228.94","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","DK","0.167","1111.000","0.189","99.988"
"185.162.228.95","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.130","397.000","0.527","99.989"
"185.162.228.96","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.136","1346.000","0.154","99.988"
"185.162.228.97","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","DK","0.498","403.000","0.521","99.989"
"185.162.228.98","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.034","2352.000","0.088","99.992"
"185.162.228.99","80","http","anonymous","2024-09-21 18:20:12","true","true","true","true","true","","DK","0.122","1471.000","0.141","99.989"
"185.162.229.0","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.114","205.000","1.024","99.990"
"185.162.229.1","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.263","249.000","0.838","99.991"
"185.162.229.10","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.021","1112.000","0.188","99.988"
"185.162.229.100","80","http","anonymous","2024-09-21 18:20:12","true","true","true","true","true","","DK","0.218","789.000","0.266","99.989"
"185.162.229.101","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.001","4306.000","0.050","99.990"
"185.162.229.102","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","DK","0.001","9086.000","0.024","99.990"
"185.162.229.103","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","DK","0.046","264.000","0.795","99.990"
"185.162.229.104","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.190","205.000","1.018","99.990"
"185.162.229.105","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.038","3466.000","0.060","99.992"
"185.162.229.106","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.138","1274.000","0.165","99.992"
"185.162.229.107","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.087","1918.000","0.110","99.992"
"185.162.229.108","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","DK","0.192","561.000","0.373","99.992"
"185.162.229.109","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","DK","0.028","3870.000","0.055","99.988"
"185.162.229.11","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.282","194.000","1.073","99.988"
"185.162.229.110","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","DK","0.278","679.000","0.309","99.992"
"185.162.229.111","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","DK","0.100","312.000","0.666","99.991"
"185.162.229.112","80","http","anonymous","2024-09-21 18:20:12","true","true","true","true","true","","DK","0.041","758.000","0.277","99.993"
"185.162.229.113","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.154","1223.000","0.171","99.987"
"185.162.229.114","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.228","842.000","0.248","99.989"
"185.162.229.115","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.098","1060.000","0.197","99.988"
"185.162.229.116","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.712","156.000","1.332","99.990"
"185.162.229.117","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.077","1595.000","0.132","99.992"
"185.162.229.118","80","http","anonymous","2024-09-21 18:20:13","true","true","true","true","true","","DK","0.169","207.000","1.008","99.992"
"185.162.229.119","80","http","anonymous","2024-09-21 18:20:11","true","true","true","true","true","","DK","0.247","500.000","0.419","99.990"
"185.162.229.12","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.415","368.000","0.571","99.989"
"185.162.229.120","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.125","1229.000","0.170","99.989"
"185.162.229.121","80","http","anonymous","2024-09-21 18:20:12","true","true","true","true","true","","DK","0.396","482.000","0.435","99.988"
"185.162.229.122","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","DK","0.026","291.000","0.716","99.989"
"185.162.229.123","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","DK","0.204","937.000","0.224","99.988"
"185.162.229.124","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","DK","0.188","954.000","0.219","99.988"
"185.162.229.125","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.263","353.000","0.593","99.988"
"185.162.229.126","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.131","1412.000","0.148","99.990"
"185.162.229.127","80","http","anonymous","2024-09-21 18:20:13","true","true","true","true","true","","DK","0.333","484.000","0.431","99.993"
"185.162.229.128","80","http","anonymous","2024-09-21 18:20:16","true","true","true","true","true","","DK","0.323","587.000","0.357","99.990"
"185.162.229.129","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.063","2542.000","0.083","99.989"
"185.162.229.13","80","http","anonymous","2024-09-21 18:20:10","true","true","true","true","true","","DK","0.553","358.000","0.583","99.988"
"185.162.229.130","80","http","anonymous","2024-09-21 18:20:14","true","true","true","true","true","","DK","0.021","320.000","0.657","99.995"
"185.162.229.131","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.026","751.000","0.279","99.993"
"185.162.229.132","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.171","1100.000","0.191","99.993"
"185.162.229.133","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.141","1276.000","0.164","99.993"
"185.162.229.134","80","http","anonymous","2024-09-21 18:20:15","true","true","true","true","true","","DK","0.014","3870.000","0.054","99.988"
